Year,Region,Index,Source,Category,Sub-category,Sub-sub-category,Total,CO2eq,Unit
2003,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.04,Mt
2003,Nunavut,0,Territorial Inventory Total,,,,TRUE,0.72,Mt
2003,Nunavut,16,Electricity,,,,FALSE,0.12,Mt
2003,Nunavut,17,Transport,,,,TRUE,0.46,Mt
2003,Nunavut,18,Transport,Passenger Transport,,,TRUE,0.13,Mt
2003,Nunavut,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.01,Mt
2003,Nunavut,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.11,Mt
2003,Nunavut,21,Transport,Freight Transport,,,TRUE,0.30,Mt
2003,Nunavut,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.15,Mt
2003,Nunavut,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.15,Mt
2003,Nunavut,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.03,Mt
2003,Nunavut,25,Heavy Industry,,,,TRUE,0.09,Mt
2003,Nunavut,26,Heavy Industry,Mining,,,FALSE,0.09,Mt
2003,Nunavut,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2003,Nunavut,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2003,Nunavut,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2003,Nunavut,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2003,Nunavut,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
2003,Nunavut,33,Buildings,,,,TRUE,0.01,Mt
2003,Nunavut,34,Buildings,Service Industry,,,FALSE,0.01,Mt
2003,Nunavut,35,Buildings,Residential,,,FALSE,0.00,Mt
2003,Nunavut,40,Waste,,,,TRUE,0.03,Mt
2003,Nunavut,41,Waste,Solid Waste,,,FALSE,0.02,Mt
2003,Nunavut,42,Waste,Wastewater,,,FALSE,0.00,Mt
2003,Nunavut,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.01,Mt
2003,Nunavut,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.01,Mt
2003,Nunavut,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.00,Mt
2003,Ontario,0,Provincial Inventory Total,,,,TRUE,207.21,Mt
2003,Ontario,1,Oil and Gas,,,,TRUE,11.33,Mt
2003,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,3.39,Mt
2003,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.35,Mt
2003,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.04,Mt
2003,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.04,Mt
2003,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,3.00,Mt
2003,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,7.94,Mt
2003,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,7.46,Mt
2003,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.47,Mt
2003,Ontario,16,Electricity,,,,FALSE,39.96,Mt
2003,Ontario,17,Transport,,,,TRUE,52.74,Mt
2003,Ontario,18,Transport,Passenger Transport,,,TRUE,34.41,Mt
2003,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,32.12,Mt
2003,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,2.29,Mt
2003,Ontario,21,Transport,Freight Transport,,,TRUE,13.92,Mt
2003,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,13.31,Mt
2003,Ontario,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.61,Mt
2003,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,4.41,Mt
2003,Ontario,25,Heavy Industry,,,,TRUE,35.16,Mt
2003,Ontario,26,Heavy Industry,Mining,,,FALSE,0.92,Mt
2003,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,1.91,Mt
2003,Ontario,28,Heavy Industry,Pulp and Paper,,,FALSE,2.60,Mt
2003,Ontario,29,Heavy Industry,Iron and Steel,,,FALSE,15.65,Mt
2003,Ontario,30,Heavy Industry,Cement,,,FALSE,6.10,Mt
2003,Ontario,31,Heavy Industry,Lime and Gypsum,,,FALSE,1.62,Mt
2003,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,6.36,Mt
2003,Ontario,33,Buildings,,,,TRUE,36.24,Mt
2003,Ontario,34,Buildings,Service Industry,,,FALSE,15.67,Mt
2003,Ontario,35,Buildings,Residential,,,FALSE,20.58,Mt
2003,Ontario,36,Agriculture,,,,TRUE,12.29,Mt
2003,Ontario,37,Agriculture,On Farm Fuel Use,,,FALSE,2.71,Mt
2003,Ontario,38,Agriculture,Crop Production,,,FALSE,2.33,Mt
2003,Ontario,39,Agriculture,Animal Production,,,FALSE,7.25,Mt
2003,Ontario,40,Waste,,,,TRUE,8.56,Mt
2003,Ontario,41,Waste,Solid Waste,,,FALSE,7.66,Mt
2003,Ontario,42,Waste,Wastewater,,,FALSE,0.79,Mt
2003,Ontario,43,Waste,Waste Incineration,,,FALSE,0.11,Mt
2003,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,10.93,Mt
2003,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,7.61,Mt
2003,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,3.19,Mt
2003,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.12,Mt
2003,Prince Edward Island,0,Provincial Inventory Total,,,,TRUE,1.97,Mt
2003,Prince Edward Island,1,Oil and Gas,,,,TRUE,0.00,Mt
2003,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.00,Mt
2003,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.00,Mt
2003,Prince Edward Island,16,Electricity,,,,FALSE,0.04,Mt
2003,Prince Edward Island,17,Transport,,,,TRUE,0.72,Mt
2003,Prince Edward Island,18,Transport,Passenger Transport,,,TRUE,0.47,Mt
2003,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.46,Mt
2003,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.01,Mt
2003,Prince Edward Island,21,Transport,Freight Transport,,,TRUE,0.20,Mt
2003,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.16,Mt
2003,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.05,Mt
2003,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.04,Mt
2003,Prince Edward Island,25,Heavy Industry,,,,TRUE,0.00,Mt
2003,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2003,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2003,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2003,Prince Edward Island,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2003,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2003,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
2003,Prince Edward Island,33,Buildings,,,,TRUE,0.52,Mt
2003,Prince Edward Island,34,Buildings,Service Industry,,,FALSE,0.22,Mt
2003,Prince Edward Island,35,Buildings,Residential,,,FALSE,0.30,Mt
2003,Prince Edward Island,36,Agriculture,,,,TRUE,0.40,Mt
2003,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,FALSE,0.08,Mt
2003,Prince Edward Island,38,Agriculture,Crop Production,,,FALSE,0.12,Mt
2003,Prince Edward Island,39,Agriculture,Animal Production,,,FALSE,0.21,Mt
2003,Prince Edward Island,40,Waste,,,,TRUE,0.12,Mt
2003,Prince Edward Island,41,Waste,Solid Waste,,,FALSE,0.10,Mt
2003,Prince Edward Island,42,Waste,Wastewater,,,FALSE,0.02,Mt
2003,Prince Edward Island,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2003,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.16,Mt
2003,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.14,Mt
2003,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.02,Mt
2003,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
2003,Quebec,0,Provincial Inventory Total,,,,TRUE,89.34,Mt
2003,Quebec,1,Oil and Gas,,,,TRUE,3.94,Mt
2003,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.39,Mt
2003,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.39,Mt
2003,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,3.55,Mt
2003,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,3.50,Mt
2003,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.06,Mt
2003,Quebec,16,Electricity,,,,FALSE,1.97,Mt
2003,Quebec,17,Transport,,,,TRUE,30.14,Mt
2003,Quebec,18,Transport,Passenger Transport,,,TRUE,19.16,Mt
2003,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,18.29,Mt
2003,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.87,Mt
2003,Quebec,21,Transport,Freight Transport,,,TRUE,8.88,Mt
2003,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,7.85,Mt
2003,Quebec,23,Transport,Freight Transport,Aviation and Marine,,FALSE,1.03,Mt
2003,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,2.10,Mt
2003,Quebec,25,Heavy Industry,,,,TRUE,20.95,Mt
2003,Quebec,26,Heavy Industry,Mining,,,FALSE,2.33,Mt
2003,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,10.06,Mt
2003,Quebec,28,Heavy Industry,Pulp and Paper,,,FALSE,3.26,Mt
2003,Quebec,29,Heavy Industry,Iron and Steel,,,FALSE,0.95,Mt
2003,Quebec,30,Heavy Industry,Cement,,,FALSE,2.28,Mt
2003,Quebec,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.73,Mt
2003,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,1.34,Mt
2003,Quebec,33,Buildings,,,,TRUE,13.62,Mt
2003,Quebec,34,Buildings,Service Industry,,,FALSE,7.53,Mt
2003,Quebec,35,Buildings,Residential,,,FALSE,6.09,Mt
2003,Quebec,36,Agriculture,,,,TRUE,8.25,Mt
2003,Quebec,37,Agriculture,On Farm Fuel Use,,,FALSE,0.95,Mt
2003,Quebec,38,Agriculture,Crop Production,,,FALSE,1.79,Mt
2003,Quebec,39,Agriculture,Animal Production,,,FALSE,5.52,Mt
2003,Quebec,40,Waste,,,,TRUE,6.07,Mt
2003,Quebec,41,Waste,Solid Waste,,,FALSE,5.54,Mt
2003,Quebec,42,Waste,Wastewater,,,FALSE,0.32,Mt
2003,Quebec,43,Waste,Waste Incineration,,,FALSE,0.21,Mt
2003,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,4.39,Mt
2003,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,2.94,Mt
2003,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,1.10,Mt
2003,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.35,Mt
2003,Saskatchewan,0,Provincial Inventory Total,,,,TRUE,70.83,Mt
2003,Saskatchewan,1,Oil and Gas,,,,TRUE,28.65,Mt
2003,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,27.40,Mt
2003,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,4.77,Mt
2003,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,17.92,Mt
2003,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,6.26,Mt
2003,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,11.66,Mt
2003,Saskatchewan,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,2.67,Mt
2003,Saskatchewan,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,2.67,Mt
2003,Saskatchewan,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,2.04,Mt
2003,Saskatchewan,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,1.25,Mt
2003,Saskatchewan,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,1.00,Mt
2003,Saskatchewan,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.25,Mt
2003,Saskatchewan,16,Electricity,,,,FALSE,15.04,Mt
2003,Saskatchewan,17,Transport,,,,TRUE,6.46,Mt
2003,Saskatchewan,18,Transport,Passenger Transport,,,TRUE,3.37,Mt
2003,Saskatchewan,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,3.18,Mt
2003,Saskatchewan,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.19,Mt
2003,Saskatchewan,21,Transport,Freight Transport,,,TRUE,2.74,Mt
2003,Saskatchewan,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,2.71,Mt
2003,Saskatchewan,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.03,Mt
2003,Saskatchewan,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.35,Mt
2003,Saskatchewan,25,Heavy Industry,,,,TRUE,2.42,Mt
2003,Saskatchewan,26,Heavy Industry,Mining,,,FALSE,1.49,Mt
2003,Saskatchewan,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2003,Saskatchewan,28,Heavy Industry,Pulp and Paper,,,FALSE,0.26,Mt
2003,Saskatchewan,29,Heavy Industry,Iron and Steel,,,FALSE,0.15,Mt
2003,Saskatchewan,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2003,Saskatchewan,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2003,Saskatchewan,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.51,Mt
2003,Saskatchewan,33,Buildings,,,,TRUE,3.63,Mt
2003,Saskatchewan,34,Buildings,Service Industry,,,FALSE,1.86,Mt
2003,Saskatchewan,35,Buildings,Residential,,,FALSE,1.76,Mt
2003,Saskatchewan,36,Agriculture,,,,TRUE,12.85,Mt
2003,Saskatchewan,37,Agriculture,On Farm Fuel Use,,,FALSE,2.98,Mt
2003,Saskatchewan,38,Agriculture,Crop Production,,,FALSE,3.08,Mt
2003,Saskatchewan,39,Agriculture,Animal Production,,,FALSE,6.79,Mt
2003,Saskatchewan,40,Waste,,,,TRUE,1.41,Mt
2003,Saskatchewan,41,Waste,Solid Waste,,,FALSE,1.33,Mt
2003,Saskatchewan,42,Waste,Wastewater,,,FALSE,0.08,Mt
2003,Saskatchewan,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2003,Saskatchewan,44,Coal Production,,,,FALSE,0.04,Mt
2003,Saskatchewan,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.34,Mt
2003,Saskatchewan,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.18,Mt
2003,Saskatchewan,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.15,Mt
2003,Saskatchewan,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.01,Mt
2003,Yukon,0,Territorial Inventory Total,,,,TRUE,0.52,Mt
2003,Yukon,1,Oil and Gas,,,,TRUE,0.07,Mt
2003,Yukon,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.07,Mt
2003,Yukon,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.07,Mt
2003,Yukon,16,Electricity,,,,FALSE,0.02,Mt
2003,Yukon,17,Transport,,,,TRUE,0.24,Mt
2003,Yukon,18,Transport,Passenger Transport,,,TRUE,0.11,Mt
2003,Yukon,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.08,Mt
2003,Yukon,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.03,Mt
2003,Yukon,21,Transport,Freight Transport,,,TRUE,0.12,Mt
2003,Yukon,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.11,Mt
2003,Yukon,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.01,Mt
2003,Yukon,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.01,Mt
2003,Yukon,25,Heavy Industry,,,,TRUE,0.02,Mt
2003,Yukon,26,Heavy Industry,Mining,,,FALSE,0.02,Mt
2003,Yukon,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2003,Yukon,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2003,Yukon,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2003,Yukon,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2003,Yukon,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
2003,Yukon,33,Buildings,,,,TRUE,0.11,Mt
2003,Yukon,34,Buildings,Service Industry,,,FALSE,0.06,Mt
2003,Yukon,35,Buildings,Residential,,,FALSE,0.05,Mt
2003,Yukon,36,Agriculture,,,,TRUE,0.02,Mt
2003,Yukon,37,Agriculture,On Farm Fuel Use,,,FALSE,0.02,Mt
2003,Yukon,40,Waste,,,,TRUE,0.03,Mt
2003,Yukon,41,Waste,Solid Waste,,,FALSE,0.03,Mt
2003,Yukon,42,Waste,Wastewater,,,FALSE,0.00,Mt
2003,Yukon,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2003,Yukon,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.01,Mt
2003,Yukon,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.00,Mt
2003,Yukon,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.00,Mt
2003,Yukon,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
2004,Alberta,0,Provincial Inventory Total,,,,TRUE,231.98,Mt
2004,Alberta,1,Oil and Gas,,,,TRUE,101.64,Mt
2004,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,97.26,Mt
2004,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,46.25,Mt
2004,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,13.92,Mt
2004,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,10.47,Mt
2004,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,3.45,Mt
2004,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,33.25,Mt
2004,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,FALSE,5.85,Mt
2004,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,FALSE,11.32,Mt
2004,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,16.08,Mt
2004,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,3.84,Mt
2004,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,4.39,Mt
2004,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,4.10,Mt
2004,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.29,Mt
2004,Alberta,16,Electricity,,,,FALSE,46.62,Mt
2004,Alberta,17,Transport,,,,TRUE,22.23,Mt
2004,Alberta,18,Transport,Passenger Transport,,,TRUE,10.08,Mt
2004,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,8.83,Mt
2004,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.25,Mt
2004,Alberta,21,Transport,Freight Transport,,,TRUE,10.89,Mt
2004,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,10.68,Mt
2004,Alberta,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.21,Mt
2004,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,1.26,Mt
2004,Alberta,25,Heavy Industry,,,,TRUE,17.52,Mt
2004,Alberta,26,Heavy Industry,Mining,,,FALSE,0.24,Mt
2004,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.54,Mt
2004,Alberta,28,Heavy Industry,Pulp and Paper,,,FALSE,0.83,Mt
2004,Alberta,29,Heavy Industry,Iron and Steel,,,FALSE,0.09,Mt
2004,Alberta,30,Heavy Industry,Cement,,,FALSE,1.74,Mt
2004,Alberta,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.30,Mt
2004,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,13.78,Mt
2004,Alberta,33,Buildings,,,,TRUE,17.11,Mt
2004,Alberta,34,Buildings,Service Industry,,,FALSE,8.90,Mt
2004,Alberta,35,Buildings,Residential,,,FALSE,8.20,Mt
2004,Alberta,36,Agriculture,,,,TRUE,20.47,Mt
2004,Alberta,37,Agriculture,On Farm Fuel Use,,,FALSE,3.69,Mt
2004,Alberta,38,Agriculture,Crop Production,,,FALSE,2.74,Mt
2004,Alberta,39,Agriculture,Animal Production,,,FALSE,14.04,Mt
2004,Alberta,40,Waste,,,,TRUE,3.63,Mt
2004,Alberta,41,Waste,Solid Waste,,,FALSE,3.37,Mt
2004,Alberta,42,Waste,Wastewater,,,FALSE,0.24,Mt
2004,Alberta,43,Waste,Waste Incineration,,,FALSE,0.02,Mt
2004,Alberta,44,Coal Production,,,,FALSE,0.35,Mt
2004,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,2.40,Mt
2004,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,1.56,Mt
2004,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.68,Mt
2004,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.16,Mt
2004,British Columbia,0,Provincial Inventory Total,,,,TRUE,65.24,Mt
2004,British Columbia,1,Oil and Gas,,,,TRUE,13.04,Mt
2004,British Columbia,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,12.04,Mt
2004,British Columbia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,9.75,Mt
2004,British Columbia,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.87,Mt
2004,British Columbia,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.87,Mt
2004,British Columbia,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,1.42,Mt
2004,British Columbia,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,1.00,Mt
2004,British Columbia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.90,Mt
2004,British Columbia,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.09,Mt
2004,British Columbia,16,Electricity,,,,FALSE,0.94,Mt
2004,British Columbia,17,Transport,,,,TRUE,21.37,Mt
2004,British Columbia,18,Transport,Passenger Transport,,,TRUE,10.71,Mt
2004,British Columbia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,9.29,Mt
2004,British Columbia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.41,Mt
2004,British Columbia,21,Transport,Freight Transport,,,TRUE,9.04,Mt
2004,British Columbia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,7.99,Mt
2004,British Columbia,23,Transport,Freight Transport,Aviation and Marine,,FALSE,1.05,Mt
2004,British Columbia,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,1.62,Mt
2004,British Columbia,25,Heavy Industry,,,,TRUE,7.99,Mt
2004,British Columbia,26,Heavy Industry,Mining,,,FALSE,0.23,Mt
2004,British Columbia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,2.15,Mt
2004,British Columbia,28,Heavy Industry,Pulp and Paper,,,FALSE,2.31,Mt
2004,British Columbia,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2004,British Columbia,30,Heavy Industry,Cement,,,FALSE,2.09,Mt
2004,British Columbia,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.33,Mt
2004,British Columbia,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.87,Mt
2004,British Columbia,33,Buildings,,,,TRUE,7.99,Mt
2004,British Columbia,34,Buildings,Service Industry,,,FALSE,3.98,Mt
2004,British Columbia,35,Buildings,Residential,,,FALSE,4.02,Mt
2004,British Columbia,36,Agriculture,,,,TRUE,2.88,Mt
2004,British Columbia,37,Agriculture,On Farm Fuel Use,,,FALSE,0.38,Mt
2004,British Columbia,38,Agriculture,Crop Production,,,FALSE,0.14,Mt
2004,British Columbia,39,Agriculture,Animal Production,,,FALSE,2.37,Mt
2004,British Columbia,40,Waste,,,,TRUE,4.91,Mt
2004,British Columbia,41,Waste,Solid Waste,,,FALSE,4.70,Mt
2004,British Columbia,42,Waste,Wastewater,,,FALSE,0.22,Mt
2004,British Columbia,44,Coal Production,,,,FALSE,2.04,Mt
2004,British Columbia,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,4.08,Mt
2004,British Columbia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,2.81,Mt
2004,British Columbia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.58,Mt
2004,British Columbia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.69,Mt
2004,Canada,0,National Inventory Total,,,,TRUE,745.19,Mt
2004,Canada,1,Oil and Gas,,,,TRUE,168.22,Mt
2004,Canada,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,143.81,Mt
